sample_fp	plate	cycle	well	tile
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-351__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	351
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-352__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	352
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-353__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	353
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-354__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	354
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-355__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	355
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-356__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	356
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-357__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	357
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-358__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	358
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-359__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	359
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-360__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	360
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-361__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	361
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-362__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	362
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-363__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	363
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-364__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	364
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-365__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	365
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-366__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	366
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-367__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	367
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-368__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	368
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-369__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	369
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-370__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	370
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-371__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	371
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-372__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	372
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-373__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	373
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-374__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	374
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-375__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	375
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-376__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	376
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-377__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	377
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-378__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	378
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-379__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	379
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-380__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	380
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-381__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	381
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-382__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	382
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-383__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	383
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-384__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	384
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-385__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	385
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-386__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	386
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-387__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	387
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-388__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	388
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-389__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	389
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-390__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	390
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-391__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	391
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-392__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	392
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-393__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	393
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-394__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	394
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-395__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	395
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-396__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	396
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-397__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	397
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-398__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	398
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-399__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	399
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-400__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	400
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-401__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	401
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-402__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	402
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-403__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	403
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-404__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	404
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-405__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	405
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-406__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	406
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-407__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	407
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-408__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	408
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-409__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	409
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-410__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	410
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-411__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	411
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-412__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	412
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-413__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	413
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-414__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	414
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-415__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	415
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-416__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	416
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-417__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	417
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-418__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	418
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-419__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	419
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-420__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	420
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-421__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	421
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-422__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	422
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-423__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	423
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-424__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	424
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-425__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	425
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-426__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	426
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-427__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	427
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-428__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	428
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-429__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	429
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-430__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	430
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-431__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	431
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-432__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	432
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-433__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	433
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-434__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	434
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-435__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	435
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-436__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	436
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-437__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	437
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-438__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	438
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-439__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	439
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-440__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	440
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-441__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	441
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-442__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	442
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-443__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	443
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-444__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	444
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-445__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	445
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-446__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	446
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-447__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	447
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-448__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	448
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-449__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	449
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-450__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	450
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-451__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	451
/lab/ops_data/nebo/plate_1/input_sbs/c3/10x/20250501_102112_298/P001_Wells-B2_Points-452__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	3	B2	452
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-000__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	0
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-001__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	1
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-002__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	2
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-003__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	3
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-004__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	4
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-005__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	5
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-006__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	6
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-007__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	7
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-008__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	8
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-009__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	9
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-010__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	10
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-011__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	11
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-012__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	12
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-013__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	13
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-014__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	14
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-015__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	15
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-016__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	16
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-017__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	17
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-018__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	18
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-019__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	19
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-020__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	20
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-021__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	21
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-022__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	22
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-023__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	23
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-024__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	24
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-025__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	25
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-026__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	26
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-027__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	27
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-028__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	28
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-029__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	29
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-030__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	30
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-031__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	31
/lab/ops_data/nebo/plate_1/input_sbs/c4/10x/20250502_133501_583/P001_Wells-A3_Points-032__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	4	A3	32
