sample_fp	plate	cycle	well	tile
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-068__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	68
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-069__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	69
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-070__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	70
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-071__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	71
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-072__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	72
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-073__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	73
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-074__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	74
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-075__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	75
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-076__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	76
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-077__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	77
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-078__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	78
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-079__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	79
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-080__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	80
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-081__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	81
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-082__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	82
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-083__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	83
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-084__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	84
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-085__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	85
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-086__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	86
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-087__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	87
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-088__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	88
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-089__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	89
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-090__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	90
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-091__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	91
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-092__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	92
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-093__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	93
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-094__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	94
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-095__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	95
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-096__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	96
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-097__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	97
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-098__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	98
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-099__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	99
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-100__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	100
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-101__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	101
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-102__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	102
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-103__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	103
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-104__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	104
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-105__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	105
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-106__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	106
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-107__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	107
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-108__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	108
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-109__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	109
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-110__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	110
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-111__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	111
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-112__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	112
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-113__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	113
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-114__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	114
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-115__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	115
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-116__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	116
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-117__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	117
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-118__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	118
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-119__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	119
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-120__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	120
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-121__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	121
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-122__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	122
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-123__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	123
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-124__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	124
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-125__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	125
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-126__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	126
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-127__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	127
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-128__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	128
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-129__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	129
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-130__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	130
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-131__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	131
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-132__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	132
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-133__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	133
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-134__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	134
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-135__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	135
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-136__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	136
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-137__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	137
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-138__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	138
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-139__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	139
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-140__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	140
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-141__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	141
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-142__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	142
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-143__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	143
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-144__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	144
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-145__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	145
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-146__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	146
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-147__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	147
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-148__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	148
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-149__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	149
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-150__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	150
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-151__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	151
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-152__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	152
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-153__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	153
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-154__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	154
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-155__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	155
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-156__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	156
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-157__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	157
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-158__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	158
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-159__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	159
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-160__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	160
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-161__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	161
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-162__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	162
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-163__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	163
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-164__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	164
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-165__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	165
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-166__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	166
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-167__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	167
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-168__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	168
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-169__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	169
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-170__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	170
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-171__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	171
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-172__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	172
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-173__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	173
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-174__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	174
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-175__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	175
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-176__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	176
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-177__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	177
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-178__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	178
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-179__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	179
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-180__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	180
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-181__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	181
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-182__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	182
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-183__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	183
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-184__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	184
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-185__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	185
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-186__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	186
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-187__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	187
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-188__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	188
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-189__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	189
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-190__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	190
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-191__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	191
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-192__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	192
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-193__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	193
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-194__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	194
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-195__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	195
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-196__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	196
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-197__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	197
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-198__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	198
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-199__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	199
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-200__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	200
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-201__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	201
/lab/ops_data/nebo/plate_1/input_sbs/c8/10x/20250509_090447_772/P001_Wells-B2_Points-202__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	8	B2	202
