index	sample_fp	plate	well	tile	round
59041	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6062__Channel_DAPI,GFP.nd2	1	B2	6062	2
59042	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6062__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6062	3
59043	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6063__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6063	1
59044	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6063__Channel_DAPI,GFP.nd2	1	B2	6063	2
59045	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6063__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6063	3
59046	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6064__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6064	1
59047	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6064__Channel_DAPI,GFP.nd2	1	B2	6064	2
59048	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6064__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6064	3
59049	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6065__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6065	1
59050	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6065__Channel_DAPI,GFP.nd2	1	B2	6065	2
59051	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6065__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6065	3
59052	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6066__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6066	1
59053	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6066__Channel_DAPI,GFP.nd2	1	B2	6066	2
59054	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6066__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6066	3
59055	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6067__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6067	1
59056	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6067__Channel_DAPI,GFP.nd2	1	B2	6067	2
59057	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6067__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6067	3
59058	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6068__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6068	1
59059	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6068__Channel_DAPI,GFP.nd2	1	B2	6068	2
59060	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6068__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6068	3
59061	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6069__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6069	1
59062	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6069__Channel_DAPI,GFP.nd2	1	B2	6069	2
59063	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6069__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6069	3
59064	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6070__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6070	1
59065	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6070__Channel_DAPI,GFP.nd2	1	B2	6070	2
59066	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6070__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6070	3
59067	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6071__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6071	1
59068	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6071__Channel_DAPI,GFP.nd2	1	B2	6071	2
59069	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6071__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6071	3
59070	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6072__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6072	1
59071	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6072__Channel_DAPI,GFP.nd2	1	B2	6072	2
59072	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6072__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6072	3
59073	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6073__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6073	1
59074	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6073__Channel_DAPI,GFP.nd2	1	B2	6073	2
59075	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6073__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6073	3
59076	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6074__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6074	1
59077	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6074__Channel_DAPI,GFP.nd2	1	B2	6074	2
59078	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6074__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6074	3
59079	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6075__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6075	1
59080	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6075__Channel_DAPI,GFP.nd2	1	B2	6075	2
59081	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6075__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6075	3
59082	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6076__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6076	1
59083	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6076__Channel_DAPI,GFP.nd2	1	B2	6076	2
59084	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6076__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6076	3
59085	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6077__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6077	1
59086	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6077__Channel_DAPI,GFP.nd2	1	B2	6077	2
59087	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6077__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6077	3
59088	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6078__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6078	1
59089	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6078__Channel_DAPI,GFP.nd2	1	B2	6078	2
59090	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6078__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6078	3
59091	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6079__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6079	1
59092	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6079__Channel_DAPI,GFP.nd2	1	B2	6079	2
59093	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6079__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6079	3
59094	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6080__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6080	1
59095	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6080__Channel_DAPI,GFP.nd2	1	B2	6080	2
59096	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6080__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6080	3
59097	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6081__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6081	1
59098	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6081__Channel_DAPI,GFP.nd2	1	B2	6081	2
59099	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6081__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6081	3
59100	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6082__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6082	1
59101	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6082__Channel_DAPI,GFP.nd2	1	B2	6082	2
59102	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6082__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6082	3
59103	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6083__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6083	1
59104	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6083__Channel_DAPI,GFP.nd2	1	B2	6083	2
59105	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6083__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6083	3
59106	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6084__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6084	1
59107	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6084__Channel_DAPI,GFP.nd2	1	B2	6084	2
59108	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6084__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6084	3
59109	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6085__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6085	1
59110	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6085__Channel_DAPI,GFP.nd2	1	B2	6085	2
59111	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6085__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6085	3
59112	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6086__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6086	1
59113	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6086__Channel_DAPI,GFP.nd2	1	B2	6086	2
59114	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6086__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6086	3
59115	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6087__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6087	1
59116	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6087__Channel_DAPI,GFP.nd2	1	B2	6087	2
59117	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6087__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6087	3
59118	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6088__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6088	1
59119	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6088__Channel_DAPI,GFP.nd2	1	B2	6088	2
59120	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6088__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6088	3
59121	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6089__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6089	1
59122	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6089__Channel_DAPI,GFP.nd2	1	B2	6089	2
59123	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6089__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6089	3
59124	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6090__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6090	1
59125	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6090__Channel_DAPI,GFP.nd2	1	B2	6090	2
59126	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6090__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6090	3
59127	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6091__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6091	1
59128	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6091__Channel_DAPI,GFP.nd2	1	B2	6091	2
59129	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6091__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6091	3
59130	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6092__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6092	1
59131	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6092__Channel_DAPI,GFP.nd2	1	B2	6092	2
59132	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6092__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6092	3
59133	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6093__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6093	1
59134	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6093__Channel_DAPI,GFP.nd2	1	B2	6093	2
59135	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6093__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6093	3
59136	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6094__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6094	1
59137	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6094__Channel_DAPI,GFP.nd2	1	B2	6094	2
59138	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6094__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6094	3
59139	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6095__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6095	1
59140	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6095__Channel_DAPI,GFP.nd2	1	B2	6095	2
59141	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6095__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6095	3
59142	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6096__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6096	1
59143	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6096__Channel_DAPI,GFP.nd2	1	B2	6096	2
59144	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6096__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6096	3
59145	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6097__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6097	1
59146	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6097__Channel_DAPI,GFP.nd2	1	B2	6097	2
59147	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6097__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6097	3
59148	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6098__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6098	1
59149	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6098__Channel_DAPI,GFP.nd2	1	B2	6098	2
59150	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6098__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6098	3
59151	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6099__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6099	1
59152	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6099__Channel_DAPI,GFP.nd2	1	B2	6099	2
59153	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6099__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6099	3
59154	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6100__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6100	1
59155	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6100__Channel_DAPI,GFP.nd2	1	B2	6100	2
59156	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6100__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6100	3
59157	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6101__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6101	1
59158	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6101__Channel_DAPI,GFP.nd2	1	B2	6101	2
59159	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6101__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6101	3
59160	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6102__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6102	1
59161	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6102__Channel_DAPI,GFP.nd2	1	B2	6102	2
59162	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6102__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6102	3
59163	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6103__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6103	1
59164	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6103__Channel_DAPI,GFP.nd2	1	B2	6103	2
59165	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6103__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6103	3
59166	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6104__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6104	1
59167	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6104__Channel_DAPI,GFP.nd2	1	B2	6104	2
59168	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6104__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6104	3
59169	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6105__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6105	1
59170	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6105__Channel_DAPI,GFP.nd2	1	B2	6105	2
59171	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6105__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6105	3
59172	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6106__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6106	1
59173	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6106__Channel_DAPI,GFP.nd2	1	B2	6106	2
59174	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6106__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6106	3
59175	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6107__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6107	1
59176	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6107__Channel_DAPI,GFP.nd2	1	B2	6107	2
59177	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6107__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6107	3
59178	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6108__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6108	1
59179	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-6108__Channel_DAPI,GFP.nd2	1	B2	6108	2
59180	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-6108__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	6108	3
59181	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-6109__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	6109	1
