index	sample_fp	plate	well	tile	round
41626	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-257__Channel_DAPI,GFP.nd2	1	B2	257	2
41627	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-257__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	257	3
41628	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-258__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	258	1
41629	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-258__Channel_DAPI,GFP.nd2	1	B2	258	2
41630	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-258__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	258	3
41631	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-259__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	259	1
41632	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-259__Channel_DAPI,GFP.nd2	1	B2	259	2
41633	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-259__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	259	3
41634	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-260__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	260	1
41635	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-260__Channel_DAPI,GFP.nd2	1	B2	260	2
41636	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-260__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	260	3
41637	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-261__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	261	1
41638	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-261__Channel_DAPI,GFP.nd2	1	B2	261	2
41639	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-261__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	261	3
41640	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-262__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	262	1
41641	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-262__Channel_DAPI,GFP.nd2	1	B2	262	2
41642	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-262__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	262	3
41643	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-263__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	263	1
41644	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-263__Channel_DAPI,GFP.nd2	1	B2	263	2
41645	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-263__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	263	3
41646	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-264__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	264	1
41647	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-264__Channel_DAPI,GFP.nd2	1	B2	264	2
41648	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-264__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	264	3
41649	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-265__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	265	1
41650	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-265__Channel_DAPI,GFP.nd2	1	B2	265	2
41651	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-265__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	265	3
41652	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-266__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	266	1
41653	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-266__Channel_DAPI,GFP.nd2	1	B2	266	2
41654	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-266__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	266	3
41655	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-267__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	267	1
41656	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-267__Channel_DAPI,GFP.nd2	1	B2	267	2
41657	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-267__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	267	3
41658	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-268__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	268	1
41659	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-268__Channel_DAPI,GFP.nd2	1	B2	268	2
41660	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-268__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	268	3
41661	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-269__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	269	1
41662	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-269__Channel_DAPI,GFP.nd2	1	B2	269	2
41663	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-269__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	269	3
41664	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-270__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	270	1
41665	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-270__Channel_DAPI,GFP.nd2	1	B2	270	2
41666	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-270__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	270	3
41667	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-271__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	271	1
41668	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-271__Channel_DAPI,GFP.nd2	1	B2	271	2
41669	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-271__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	271	3
41670	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-272__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	272	1
41671	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-272__Channel_DAPI,GFP.nd2	1	B2	272	2
41672	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-272__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	272	3
41673	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-273__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	273	1
41674	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-273__Channel_DAPI,GFP.nd2	1	B2	273	2
41675	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-273__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	273	3
41676	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-274__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	274	1
41677	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-274__Channel_DAPI,GFP.nd2	1	B2	274	2
41678	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-274__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	274	3
41679	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-275__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	275	1
41680	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-275__Channel_DAPI,GFP.nd2	1	B2	275	2
41681	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-275__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	275	3
41682	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-276__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	276	1
41683	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-276__Channel_DAPI,GFP.nd2	1	B2	276	2
41684	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-276__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	276	3
41685	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-277__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	277	1
41686	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-277__Channel_DAPI,GFP.nd2	1	B2	277	2
41687	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-277__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	277	3
41688	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-278__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	278	1
41689	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-278__Channel_DAPI,GFP.nd2	1	B2	278	2
41690	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-278__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	278	3
41691	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-279__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	279	1
41692	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-279__Channel_DAPI,GFP.nd2	1	B2	279	2
41693	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-279__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	279	3
41694	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-280__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	280	1
41695	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-280__Channel_DAPI,GFP.nd2	1	B2	280	2
41696	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-280__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	280	3
41697	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-281__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	281	1
41698	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-281__Channel_DAPI,GFP.nd2	1	B2	281	2
41699	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-281__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	281	3
41700	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-282__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	282	1
41701	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-282__Channel_DAPI,GFP.nd2	1	B2	282	2
41702	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-282__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	282	3
41703	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-283__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	283	1
41704	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-283__Channel_DAPI,GFP.nd2	1	B2	283	2
41705	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-283__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	283	3
41706	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-284__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	284	1
41707	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-284__Channel_DAPI,GFP.nd2	1	B2	284	2
41708	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-284__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	284	3
41709	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-285__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	285	1
41710	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-285__Channel_DAPI,GFP.nd2	1	B2	285	2
41711	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-285__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	285	3
41712	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-286__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	286	1
41713	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-286__Channel_DAPI,GFP.nd2	1	B2	286	2
41714	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-286__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	286	3
41715	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-287__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	287	1
41716	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-287__Channel_DAPI,GFP.nd2	1	B2	287	2
41717	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-287__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	287	3
41718	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-288__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	288	1
41719	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-288__Channel_DAPI,GFP.nd2	1	B2	288	2
41720	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-288__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	288	3
41721	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-289__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	289	1
41722	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-289__Channel_DAPI,GFP.nd2	1	B2	289	2
41723	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-289__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	289	3
41724	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-290__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	290	1
41725	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-290__Channel_DAPI,GFP.nd2	1	B2	290	2
41726	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-290__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	290	3
41727	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-291__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	291	1
41728	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-291__Channel_DAPI,GFP.nd2	1	B2	291	2
41729	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-291__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	291	3
41730	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-292__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	292	1
41731	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-292__Channel_DAPI,GFP.nd2	1	B2	292	2
41732	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-292__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	292	3
41733	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-293__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	293	1
41734	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-293__Channel_DAPI,GFP.nd2	1	B2	293	2
41735	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-293__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	293	3
41736	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-294__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	294	1
41737	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-294__Channel_DAPI,GFP.nd2	1	B2	294	2
41738	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-294__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	294	3
41739	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-295__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	295	1
41740	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-295__Channel_DAPI,GFP.nd2	1	B2	295	2
41741	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-295__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	295	3
41742	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-296__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	296	1
41743	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-296__Channel_DAPI,GFP.nd2	1	B2	296	2
41744	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-296__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	296	3
41745	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-297__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	297	1
41746	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-297__Channel_DAPI,GFP.nd2	1	B2	297	2
41747	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-297__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	297	3
41748	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-298__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	298	1
41749	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-298__Channel_DAPI,GFP.nd2	1	B2	298	2
41750	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-298__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	298	3
41751	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-299__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	299	1
41752	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-299__Channel_DAPI,GFP.nd2	1	B2	299	2
41753	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-299__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	299	3
41754	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-300__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	300	1
41755	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-300__Channel_DAPI,GFP.nd2	1	B2	300	2
41756	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-300__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	300	3
41757	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-301__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	301	1
41758	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-301__Channel_DAPI,GFP.nd2	1	B2	301	2
41759	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-301__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	301	3
41760	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-302__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	302	1
41761	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-302__Channel_DAPI,GFP.nd2	1	B2	302	2
41762	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-302__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	302	3
41763	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-303__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	303	1
41764	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-303__Channel_DAPI,GFP.nd2	1	B2	303	2
41765	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-303__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	303	3
41766	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-304__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	304	1
41767	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_2/20250408_152306_799/P001_Wells-B2_Points-304__Channel_DAPI,GFP.nd2	1	B2	304	2
41768	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_3/20250411_114421_626/P001_Wells-B2_Points-304__Channel_DAPI,AF750,Cy3,Cy5,GFP.nd2	1	B2	304	3
41769	/archive/cheeseman/brieflow_screens/nebo/plate_1/input_ph/round_1/20250403_160659_394/P001_Wells-B2_Points-305__Channel_DAPI,AF750,Cy3,Cy5.nd2	1	B2	305	1
